plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,summons_image,violation_status
KHW5004,NY,PAS,9116798004,3/30/2024,08:56A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVGM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LEA1617,NY,PAS,9116798016,3/30/2024,08:59A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVGNFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KST5158,NY,PAS,9116798028,3/30/2024,09:00A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVGNVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
Y99UFY,NJ,PAS,9116798030,3/30/2024,09:02A,CROSSWALK,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVGNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KKM3405,NY,PAS,9116798041,3/30/2024,09:05A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVFd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
T689403C,NY,OMT,9116798053,3/30/2024,09:12A,NO STANDING-BUS STOP,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVFeFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
ETP7343,NY,PAS,9116798065,3/30/2024,09:14A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVFeVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JCX7995,NY,PAS,9116798119,3/30/2024,12:30P,FRONT OR BACK PLATE MISSING,65,0,0,0,0.0,65.0,66,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVWNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KYV1593,NY,PAS,9116798120,4/2/2024,08:48A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVWNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LCJ2544,NY,PAS,9116798132,4/2/2024,08:49A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVWNlRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
T122195C,NY,OMT,9116798144,4/2/2024,08:49A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVVd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LGY6565,NY,PAS,9116798156,4/2/2024,08:50A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVVeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
T33SZW,NJ,PAS,9116798107,3/30/2024,11:36A,NO STANDING-BUS STOP,115,0,0,0,115.0,0.0,66,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVWM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
CL57144,DE,PAS,9116798168,4/2/2024,08:53A,NO PARKING-STREET CLEANING,65,0,0,0,65.0,0.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVVeVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
X13MXV,NJ,PAS,9116798090,3/30/2024,10:25A,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60.0,0.0,66,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVFMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HHC7238,NY,PAS,9116798193,4/2/2024,08:56A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVVMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KVE8376,NY,PAS,9116798200,4/2/2024,08:58A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVsM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
T744447C,NY,OMT,9116798211,4/2/2024,08:59A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVsNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
S1814755,GA,PAS,9116798223,4/2/2024,09:00A,NO PARKING-STREET CLEANING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVsNVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JHM8653,NY,PAS,9116798235,4/2/2024,09:07A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVsNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KVF5302,NY,PAS,9116798247,4/2/2024,09:09A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVrd1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KVF5302,NY,PAS,9116798259,4/2/2024,09:11A,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVreFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KVF5302,NY,PAS,9116798260,4/2/2024,09:11A,FRONT OR BACK PLATE MISSING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVreVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZV9069,NY,PAS,9116798272,4/2/2024,09:20A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVrelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZV9069,NY,PAS,9116798284,4/2/2024,09:21A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVrMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JVK3624,OH,PAS,9116798296,4/2/2024,09:30A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkVrMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LHN5422,NY,PAS,9116798302,4/2/2024,10:31A,FIRE HYDRANT,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFZelZQUkUxM1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JPK6909,NY,PAS,9116803152,3/27/2024,01:36P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtVeFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
GNV6266,NY,PAS,9116803164,3/27/2024,01:37P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtVeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
EGE9355,NY,PAS,9116803176,3/27/2024,01:41P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtVelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
V78SBP,NJ,PAS,9116803188,3/27/2024,01:45P,FIRE HYDRANT,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtVMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZZ9821,NY,PAS,9116803190,3/27/2024,01:51P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtVMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZZ9821,NY,PAS,9116803206,3/27/2024,01:51P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtsM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HHK4641,NY,PAS,9116803218,3/27/2024,02:01P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtsNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KZR5874,NY,PAS,9116803220,3/27/2024,02:04P,FIRE HYDRANT,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtsNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KML5604,NY,PAS,9116803231,3/27/2024,02:08P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtsNlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LAJ6684,NY,PAS,9116803243,3/27/2024,02:09P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtrd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JCY4087,NY,PAS,9116803255,3/27/2024,02:18P,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,95.0,0.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtreFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JDP3689,NY,PAS,9116803280,3/27/2024,02:23P,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,0.0,95.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtrMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KHH9462,PA,PAS,9116803309,3/27/2024,02:33P,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,0.0,95.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWsxM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
GSS3436,NY,PAS,9116803310,3/27/2024,02:37P,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,0.0,95.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWsxNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LBJ4858,NY,PAS,9116803322,3/27/2024,02:39P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWsxNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HXK3314,NY,PAS,9116803346,3/27/2024,03:19P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWswd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
QSZG39,FL,PAS,9116803358,3/27/2024,03:28P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWsweFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LFS8862,NY,OMS,9116803371,3/27/2024,03:56P,FIRE HYDRANT,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWswelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KWP8469,NY,PAS,9116803395,3/27/2024,04:36P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWswMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KUH4348,NY,PAS,9116803401,3/27/2024,05:33P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWxGM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KUH4348,NY,PAS,9116803413,3/27/2024,05:34P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWxGNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
T122187C,NY,OMT,9116803425,3/27/2024,05:35P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWxGNVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KVD3032,NY,PAS,9116803437,3/27/2024,05:36P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,0.0,60.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWxGNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LVG5298,PA,PAS,9116803449,3/27/2024,06:20P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,0.0,115.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWxFd1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
XO488323,DE,PAS,9116806360,3/27/2024,11:43A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWsweVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JJT3666,NY,PAS,9116806384,3/27/2024,11:53A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWswMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
W26JZZ,NJ,PAS,9116806396,3/27/2024,12:03P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWswMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KSZ8107,NY,PAS,9116806402,3/27/2024,12:06P,EXPIRED MUNI METER,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxGM1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KFS4419,NY,PAS,9116806414,3/27/2024,12:09P,EXPIRED MUNI METER,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxGNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LFY5260,NY,PAS,9116806426,3/27/2024,12:14P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxGNVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
GME5434,NY,PAS,9116806438,3/27/2024,12:16P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxGNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
FYM3225,NY,PAS,9116806440,3/27/2024,12:18P,EXPIRED MUNI METER,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxFd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JKY8092,NY,PAS,9116806463,3/27/2024,01:15P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxFeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
98863MA,NY,COM,9116806451,3/27/2024,12:20P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35.0,0.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxFeFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JNR3839,NY,PAS,9116803292,3/27/2024,02:32P,NO STANDING-EXC. TRUCK LOADING,95,0,0,0,95.0,0.0,62,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2ROZWtrMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JJK6803,NY,PAS,9116806475,3/27/2024,01:17P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxFelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
DLM9516,NY,PAS,9116806487,3/27/2024,01:19P,EXPIRED MUNI METER,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxFMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KNK6512,PA,PAS,9116806499,3/27/2024,01:26P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxFMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LNE5018,PA,PAS,9116806505,3/27/2024,01:29P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxWM1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KYU7210,NY,PAS,9116806517,3/27/2024,01:31P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxWNFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LAH7878,NY,PAS,9116806529,3/27/2024,01:44P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxWNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HVN2675,NY,PAS,9116806530,3/27/2024,03:13P,EXPIRED MUNI METER,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxWNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LJR8594,NY,PAS,9116806542,3/27/2024,03:21P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,70,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxVd1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KJA3395,NY,PAS,9116806566,3/28/2024,11:41A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,66,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxVeVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LDQQ11,FL,PAS,9116806580,3/28/2024,11:46A,DOUBLE PARKING,115,0,0,0,0.0,115.0,66,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxVMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KTK8322,NY,PAS,9116806591,3/28/2024,11:53A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,66,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxVMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
KYX5454,NY,PAS,9116806608,3/28/2024,11:59A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,66,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxsM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
QNFH14,FL,PAS,9116806610,3/28/2024,12:24P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,66,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxsNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LJF1398,NY,PAS,9116806621,3/28/2024,12:27P,FIRE HYDRANT,115,0,0,0,0.0,115.0,66,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxsNVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
P87PSJ,NJ,PAS,9116806657,4/1/2024,11:35A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,61,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxreFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
LCD1651,NY,PAS,9116806669,4/1/2024,11:37A,EXPIRED MUNI METER,35,0,0,0,0.0,35.0,61,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxreVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
JMR6283,NY,PAS,9116806670,4/1/2024,11:40A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,0.0,65.0,61,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYWxrelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
GSC8880,NY,PAS,9116806700,4/1/2024,12:09P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,0.0,35.0,61,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYW1OM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",
HNG1870,NY,PAS,9116806712,4/1/2024,12:14P,CROSSWALK,115,0,0,0,0.0,115.0,61,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSRmVFNXFaM2RPYW1ONFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",
